Hd_City,HdMean,HdLowFid,HdHighFid,HdMeanByUS,HdRelByUS,Hd_Lat,Hd_Log
CASan Diego,5.4,5.2,5.7,6.4,-0.16,32.75317274,-117.0830585
CARiverside,4.4,4.1,4.7,6.4,-0.31,33.90982441,-117.4379056
CASacramento,5.8,5.5,6.1,6.4,-0.09,38.46631301,-121.4238464
CASan Diego,4.4,3.9,4.8,6.4,-0.31,32.83184577,-117.2237382
CASalinas,5.3,4.8,5.7,6.4,-0.17,36.67993022,-121.6171938
CASan Diego,3.4,3.2,3.6,6.4,-0.47,32.76772686,-117.1885236
CASan Bernardino,5.9,5.5,6.3,6.4,-0.08,34.14236318,-117.2670555
CASan Diego,5.9,5.2,6.7,6.4,-0.08,32.71719937,-117.2390196
CASan Bernardino,5.9,5.5,6.3,6.4,-0.08,34.14206057,-117.3080774
CASacramento,5.8,5.3,6.4,6.4,-0.09,38.55156191,-121.3886822
CASalinas,3.4,3.1,3.7,6.4,-0.47,36.69950574,-121.5967153
CASan Diego,3.4,3.2,3.6,6.4,-0.47,32.82599577,-117.1415794
CASalinas,4.4,4.1,4.8,6.4,-0.31,36.72405554,-121.6539002
CASacramento,3.4,3.2,3.6,6.4,-0.47,38.63279813,-121.4898003
CARiverside,4.3,4,4.6,6.4,-0.33,33.8925405,-117.4884461
CASan Diego,5.4,4.7,6.1,6.4,-0.16,33.00370882,-117.0665068
CASan Diego,2.4,2.2,2.7,6.4,-0.63,32.94428623,-117.2358119
CASacramento,5,4.5,5.7,6.4,-0.22,38.57761379,-121.4313192
CASan Diego,3.4,3.2,3.8,6.4,-0.47,32.96704939,-117.2376263
CASacramento,7.2,6.8,7.7,6.4,0.13,38.52858923,-121.4489382
CASan Diego,3.2,2.9,3.5,6.4,-0.50,32.74373418,-117.1233872
CARiverside,4.2,3.9,4.5,6.4,-0.34,33.97990049,-117.352832
CASacramento,4.9,4.7,5.1,6.4,-0.23,38.4761509,-121.4873522
CARoseville,3.2,3,3.5,6.4,-0.50,38.77964488,-121.286282
CASan Bernardino,4.5,4.1,5,6.4,-0.30,34.1094175,-117.3551062
CARoseville,7.3,6.5,8.3,6.4,0.14,38.73312184,-121.2704704
CASan Diego,3.2,2.9,3.6,6.4,-0.50,32.94260373,-117.2241057
CARoseville,4.2,3.7,4.7,6.4,-0.34,38.73139647,-121.215597
CASan Buenaventura (Ventura),6.8,6,7.7,6.4,0.06,34.27193675,-119.2248509
CASan Buenaventura (Ventura),4.9,4.4,5.3,6.4,-0.23,34.27362874,-119.1790274
CASan Diego,1,0.8,1.1,6.4,-0.84,32.8668826,-117.117923
CARiverside,2.6,2.4,2.8,6.4,-0.59,33.93671531,-117.3004099
CARoseville,4.7,4.4,5,6.4,-0.27,38.74020129,-121.3058088
CASan Diego,3.9,3.5,4.4,6.4,-0.39,32.83328795,-117.2766081
CASan Diego,4.2,3.8,4.8,6.4,-0.34,32.9060387,-117.1039429
CASacramento,7,6.6,7.3,6.4,0.09,38.61682233,-121.4236261
CASan Bernardino,6.4,5.9,6.9,6.4,0.00,34.10046401,-117.3167099
CARiverside,5.8,5.4,6.2,6.4,-0.09,33.92387815,-117.4621005
CASacramento,1.9,1.7,2,6.4,-0.70,38.66144472,-121.5189733
CASan Diego,3.3,3.1,3.5,6.4,-0.48,32.6836975,-117.0388163
CASan Diego,3.7,3.4,4.1,6.4,-0.42,32.72931704,-117.119426
CASan Bernardino,3.3,3.1,3.6,6.4,-0.48,34.19402137,-117.3430156
CASan Diego,5.7,5.3,6.1,6.4,-0.11,32.70877894,-117.127118
CASan Bernardino,12.7,12.2,13.2,6.4,0.98,34.10064063,-117.2926066
CASacramento,4.6,4.3,4.9,6.4,-0.28,38.66233959,-121.4462256
CASalinas,5.2,4.8,5.5,6.4,-0.19,36.66907862,-121.6261161
CASalinas,1,1,1,6.4,-0.84,36.66375327,-121.606285
CASan Diego,2,1.8,2.1,6.4,-0.69,32.72412154,-117.1468406
CASacramento,4.4,4,5,6.4,-0.31,38.54554527,-121.4812454
CASan Diego,2.8,2.6,3.2,6.4,-0.56,32.79803741,-117.1638831
CASan Diego,2.8,2.5,3.2,6.4,-0.56,32.74077262,-117.251442
CASan Diego,4.7,4.3,5.1,6.4,-0.27,32.69293658,-117.1074107
CARoseville,3.7,3.4,4.1,6.4,-0.42,38.75735103,-121.3225905
CASan Diego,5.6,5.3,6,6.4,-0.13,32.70185135,-117.0761776
CASan Diego,3.3,3,3.7,6.4,-0.48,32.7451405,-117.2352529
CARoseville,4.1,3.7,4.5,6.4,-0.36,38.75560316,-121.298816
CASan Diego,2.7,2.5,2.9,6.4,-0.58,32.77156432,-117.0626515
CASan Diego,5.3,4.8,5.7,6.4,-0.17,32.81560792,-117.0343553
CASan Diego,1,1,1,6.4,-0.84,32.98081572,-117.2549809
CASan Diego,4.1,3.8,4.4,6.4,-0.36,32.54903053,-117.0913617
CASan Diego,3.4,3.1,3.6,6.4,-0.47,32.55699991,-116.9898477
CASan Diego,1.4,1.3,1.5,6.4,-0.78,32.86547165,-117.2229261
CARiverside,6.4,6,6.8,6.4,0.00,33.99281462,-117.3656343
CASan Diego,2.7,2.5,3.1,6.4,-0.58,32.80476922,-117.2546949
CASacramento,6.5,6,7.1,6.4,0.02,38.58548108,-121.4916773
CASan Diego,2.6,2.4,2.8,6.4,-0.59,32.92820453,-117.1057657
CASan Diego,3.4,3,3.8,6.4,-0.47,32.76066453,-117.1521771
CASacramento,5.5,5.2,5.9,6.4,-0.14,38.53275554,-121.4778781
CARiverside,5.8,5.3,6.4,6.4,-0.09,33.95166863,-117.4098503
CASan Diego,5.1,4.6,5.7,6.4,-0.20,32.75300537,-117.1858941
CASan Diego,6.5,5.9,7.1,6.4,0.02,32.7252818,-117.1625607
CASan Diego,2.2,1.9,2.5,6.4,-0.66,32.68867249,-117.2457399
CASan Buenaventura (Ventura),5.3,4.7,5.9,6.4,-0.17,34.28414082,-119.2705599
CASacramento,7.1,6.8,7.5,6.4,0.11,38.50661979,-121.478523
CASan Bernardino,6.3,6,6.6,6.4,-0.02,34.13229962,-117.2908999
CASan Diego,5.5,4.8,6.2,6.4,-0.14,32.79872258,-117.0846345
CARiverside,5.7,5,6.5,6.4,-0.11,33.95575021,-117.3611856
CASacramento,5.9,5.6,6.3,6.4,-0.08,38.50726528,-121.421351
CASan Diego,4.3,3.9,4.6,6.4,-0.33,32.90996054,-117.1335087
CARiverside,6.2,5.8,6.6,6.4,-0.03,33.90510362,-117.4035964
CASan Diego,8.2,7.6,8.9,6.4,0.28,32.73172841,-117.1904451
CASacramento,3.8,3.6,4.1,6.4,-0.41,38.56938668,-121.5059083
CASacramento,6.1,5.5,6.8,6.4,-0.05,38.52899463,-121.503942
CASan Buenaventura (Ventura),6.3,5.5,7.2,6.4,-0.02,34.27065495,-119.2416993
CASan Diego,1.9,1.8,2.1,6.4,-0.70,32.90228223,-117.2300691
CASan Diego,7,6.3,7.6,6.4,0.09,32.5555517,-117.0474552
CASan Buenaventura (Ventura),5,4.6,5.4,6.4,-0.22,34.29910491,-119.2897848
CASan Diego,3.2,2.9,3.5,6.4,-0.50,33.01098375,-117.0899794
CASan Diego,0.6,0.5,0.7,6.4,-0.91,32.87976226,-117.2318178
CASacramento,3,2.8,3.2,6.4,-0.53,38.66351328,-121.4924603
CARiverside,5.2,4.9,5.5,6.4,-0.19,33.94032651,-117.4871241
CASan Diego,0.7,0.6,0.8,6.4,-0.89,32.69460485,-117.2132557
CASacramento,4.7,4.5,5,6.4,-0.27,38.45552997,-121.4375736
CASan Diego,6.8,6.4,7.2,6.4,0.06,32.75239731,-117.1051018
CASan Diego,3.2,3,3.4,6.4,-0.50,32.79120908,-117.1278103
CASan Bernardino,3.7,3.4,4,6.4,-0.42,34.05708181,-117.2831964
CASan Diego,3.3,3,3.7,6.4,-0.48,32.74476328,-117.1513148
CASan Diego,5.3,4.8,5.9,6.4,-0.17,32.76383808,-117.0835961
CASan Diego,4.1,3.7,4.4,6.4,-0.36,32.80353,-117.1955337
CASacramento,1,1,1,6.4,-0.84,38.51459637,-121.38872
CARoseville,12.3,10.4,14.3,6.4,0.92,38.78461371,-121.3520569
CASan Diego,3.9,3.5,4.4,6.4,-0.39,32.69184585,-117.0556229
CASan Diego,4.2,3.8,4.6,6.4,-0.34,32.81748404,-117.075273
CASacramento,4,3.6,4.5,6.4,-0.38,38.57405951,-121.4407581
CARiverside,1,1,1,6.4,-0.84,33.88301045,-117.3130455
CASacramento,4.5,4.3,4.8,6.4,-0.30,38.61499207,-121.4906198
CARiverside,5.6,5.2,6,6.4,-0.13,33.95185184,-117.4237908
CASan Diego,1,1,1,6.4,-0.84,33.09782334,-116.9771951
CASalinas,4.2,3.9,4.5,6.4,-0.34,36.71079452,-121.6348578
CASan Diego,2.6,2.3,2.9,6.4,-0.59,32.86265516,-117.2175881
CASacramento,5,4.7,5.3,6.4,-0.22,38.64843182,-121.4604131
CASan Bernardino,4.3,4,4.6,6.4,-0.33,34.09283145,-117.3409606
CASan Diego,5.2,4.9,5.6,6.4,-0.19,32.78247644,-117.1653529
CASan Diego,4.9,4.6,5.3,6.4,-0.23,32.67757058,-117.0547675
CASalinas,5.8,5.2,6.5,6.4,-0.09,36.66464517,-121.649323
CASacramento,3.9,3.7,4.2,6.4,-0.39,38.49083955,-121.5338648
CARiverside,3.4,3.2,3.7,6.4,-0.47,33.92919506,-117.4320467
CASan Bernardino,5.9,5.7,6.2,6.4,-0.08,34.10832886,-117.2842301
CASan Diego,4.8,4.3,5.3,6.4,-0.25,32.80683075,-117.0607193
CARiverside,5.7,5.3,6.1,6.4,-0.11,33.9857421,-117.3560511
CARiverside,1,1,1,6.4,-0.84,33.88416037,-117.3504924
CASan Diego,6.2,5.6,7,6.4,-0.03,32.82531773,-117.2458156
CASan Diego,5.3,4.9,5.7,6.4,-0.17,32.71749173,-117.0753813
CASan Buenaventura (Ventura),4.7,4.3,5.1,6.4,-0.27,34.26823703,-119.20245
CASacramento,5.8,5.5,6.1,6.4,-0.09,38.47774463,-121.4391675
CASacramento,6.2,5.8,6.7,6.4,-0.03,38.52872187,-121.4359084
CASan Diego,5.9,5.5,6.4,6.4,-0.08,32.57090048,-117.0523008
CASan Bernardino,11.8,10.9,12.8,6.4,0.84,34.13901761,-117.2197586
CASan Diego,3.3,3,3.6,6.4,-0.48,32.95773464,-117.0874246
CARiverside,4.6,4.3,5,6.4,-0.28,33.97652493,-117.3168715
CASan Diego,3.4,3.1,3.7,6.4,-0.47,32.95977949,-117.1225603
CASan Diego,6.2,5.7,6.7,6.4,-0.03,32.69485032,-117.1411748
CASan Diego,4.6,4.3,4.9,6.4,-0.28,32.74681371,-117.1052315
CASacramento,5.6,5.1,6.2,6.4,-0.13,38.55190944,-121.44173
CASacramento,4.8,4.4,5.3,6.4,-0.25,38.67521994,-121.5277934
CARiverside,4.7,4.4,5,6.4,-0.27,33.92927917,-117.4846527
CASan Diego,5.4,5.1,5.7,6.4,-0.16,32.70673659,-117.0902817
CASan Buenaventura (Ventura),4.1,3.8,4.5,6.4,-0.36,34.27930887,-119.1594573
CASan Diego,5.7,5.3,6,6.4,-0.11,32.71632082,-117.0382373
CASan Diego,2.6,2.3,2.9,6.4,-0.59,32.79969908,-117.2526157
CASan Diego,4.2,3.9,4.6,6.4,-0.34,32.80155771,-117.1342573
CASan Diego,2.8,2.6,3,6.4,-0.56,32.76529893,-117.133414
CASan Diego,3.1,2.8,3.3,6.4,-0.52,32.91473753,-117.1629596
CASan Diego,5,4.7,5.3,6.4,-0.22,32.74394838,-117.0844891
CARoseville,2.8,2.6,3.2,6.4,-0.56,38.78372921,-121.2990488
CASacramento,6.2,5.9,6.6,6.4,-0.03,38.62278342,-121.4724351
CARiverside,3.4,3.2,3.6,6.4,-0.47,33.90352694,-117.4870785
CASan Diego,1,1,1,6.4,-0.84,32.98379783,-117.2259033
CASan Diego,1.6,1.4,1.7,6.4,-0.75,32.74561697,-117.2061684
CASan Diego,3.9,3.6,4.3,6.4,-0.39,32.6998001,-117.0450027
CASan Diego,3.2,2.9,3.6,6.4,-0.50,32.94110609,-117.1443814
CASan Diego,2.2,2,2.4,6.4,-0.66,32.78983751,-117.2350136
CASacramento,2.8,2.6,3,6.4,-0.56,38.64423151,-121.5172963
CASan Diego,3.3,3.1,3.6,6.4,-0.48,32.92175511,-117.1266054
CARiverside,5.1,4.7,5.5,6.4,-0.20,33.93048017,-117.4972887
CASan Diego,5.6,5.1,6.1,6.4,-0.13,32.70838891,-117.1450748
CASan Diego,4.1,3.9,4.3,6.4,-0.36,32.68361811,-117.0608882
CASan Diego,4.9,4.4,5.5,6.4,-0.23,32.83730585,-117.2067649
CASacramento,5.9,5.6,6.2,6.4,-0.08,38.48819893,-121.4743865
CASalinas,5.2,4.8,5.6,6.4,-0.19,36.68486946,-121.6337094
CASan Diego,3.9,3.5,4.3,6.4,-0.39,32.71194098,-117.1666549
CASan Diego,5.7,5.3,6.1,6.4,-0.11,32.57039626,-117.0885683
CASan Diego,5.5,5.2,5.9,6.4,-0.14,32.57951473,-117.0547797
CASalinas,5.3,4.9,5.6,6.4,-0.17,36.72915493,-121.6494212
CASan Diego,11.4,9.6,13.9,6.4,0.78,33.01599511,-117.0682217
CARiverside,3.4,3.2,3.7,6.4,-0.47,33.89441239,-117.3019317
CASan Diego,4.3,3.8,4.9,6.4,-0.33,32.8083069,-117.2422494
CASan Diego,3.3,3,3.7,6.4,-0.48,32.96819651,-117.2061537
CASan Diego,4.9,4.4,5.5,6.4,-0.23,32.95077269,-117.2507768
CASan Bernardino,4,3.5,4.5,6.4,-0.38,34.10916882,-117.2359927
CARiverside,5,4.5,5.4,6.4,-0.22,33.94189942,-117.338563
CASacramento,4.9,4.4,5.4,6.4,-0.23,38.54288533,-121.4347595
CASan Diego,4.2,3.8,4.6,6.4,-0.34,32.77113812,-117.0496452
CASan Diego,4.3,4.1,4.5,6.4,-0.33,32.74515487,-117.0659289
CARiverside,3.6,3.4,3.9,6.4,-0.44,34.00513252,-117.3659614
CASan Diego,5.6,5.2,5.9,6.4,-0.13,32.71395541,-117.0939095
CASacramento,3.3,3.1,3.5,6.4,-0.48,38.5834331,-121.4823108
CARoseville,4,3.6,4.4,6.4,-0.38,38.76502161,-121.2389617
CASacramento,5.9,5.4,6.4,6.4,-0.08,38.52451755,-121.4885737
CASan Diego,2.9,2.7,3.2,6.4,-0.55,32.77129238,-117.1982516
CASan Diego,5.3,4.9,5.6,6.4,-0.17,32.79082688,-117.1779397
CASacramento,3.1,2.9,3.3,6.4,-0.52,38.61708763,-121.5081772
CASalinas,4.8,4.4,5.2,6.4,-0.25,36.69302368,-121.6144994
CASan Bernardino,5.1,4.8,5.3,6.4,-0.20,34.15663192,-117.3081228
CASan Buenaventura (Ventura),6,5.2,6.9,6.4,-0.06,34.29231001,-119.2090933
CARiverside,5,4.7,5.4,6.4,-0.22,33.92078234,-117.4769728
CARoseville,5.9,5.4,6.4,6.4,-0.08,38.73820033,-121.2933059
CASan Diego,5.7,5.1,6.3,6.4,-0.11,32.79845055,-117.0307351
CASan Diego,2.7,2.4,3,6.4,-0.58,32.75197398,-117.243159
CASan Bernardino,9.7,9,10.4,6.4,0.52,34.13013507,-117.2693498
CASan Diego,5,4.6,5.4,6.4,-0.22,32.59200548,-117.100533
CASan Diego,2.8,2.6,3,6.4,-0.56,32.8056661,-117.0966608
CARiverside,4.9,4.6,5.2,6.4,-0.23,33.91864511,-117.421171
CASacramento,7.7,7,8.4,6.4,0.20,38.60089019,-121.4575154
CASan Diego,3.5,3.1,3.9,6.4,-0.45,32.7353587,-117.1293851
CASan Diego,3.7,3.4,4,6.4,-0.42,32.90717516,-117.1501107
CASan Diego,2.4,2.2,2.7,6.4,-0.63,32.92824343,-117.0821893
CASan Diego,4.5,4.1,4.9,6.4,-0.30,32.83023377,-117.1867776
CASalinas,4.8,4.4,5.1,6.4,-0.25,36.71327732,-121.6495279
CASan Diego,3.7,3.4,4.1,6.4,-0.42,32.74538459,-117.1751643
CASacramento,4.5,4.1,4.9,6.4,-0.30,38.54483132,-121.4973382
CASalinas,5.4,5.1,5.7,6.4,-0.16,36.67834316,-121.6686664
CASan Diego,4.1,3.7,4.5,6.4,-0.36,32.72223734,-117.2516393
CASan Diego,4.9,4.4,5.6,6.4,-0.23,32.75400281,-117.1733775
CASan Diego,5.6,5.1,6.2,6.4,-0.13,32.73237066,-117.235636
CASan Diego,6,5.5,6.4,6.4,-0.06,32.68666228,-117.1075924
CASan Diego,2.3,2.1,2.5,6.4,-0.64,32.92601741,-117.2092206
CASan Diego,3.7,3.3,4.1,6.4,-0.42,32.73158646,-117.2203673
CASan Diego,1,1,1,6.4,-0.84,32.69991884,-117.1899125
CASan Diego,2.1,1.9,2.3,6.4,-0.67,32.72490277,-117.1705898
CASan Diego,4.2,3.8,4.8,6.4,-0.34,33.00096589,-117.0749913
CASan Diego,3.5,3.2,3.8,6.4,-0.45,32.98877466,-117.1597313
CASan Diego,4.4,4,5,6.4,-0.31,32.81915304,-117.2718303
CASan Buenaventura (Ventura),3.7,3.3,4.1,6.4,-0.42,34.27393423,-119.2736532
CASan Diego,5.6,5.1,6,6.4,-0.13,32.6968562,-117.1271272
CASan Bernardino,6.1,5.6,6.6,6.4,-0.05,34.15323791,-117.3283679
CARiverside,4.5,4.2,4.8,6.4,-0.30,33.94968368,-117.4644
CARoseville,3.2,2.9,3.5,6.4,-0.50,38.75234964,-121.2454958
CASan Bernardino,7,6.4,7.6,6.4,0.09,34.14321411,-117.2065855
CARiverside,5.3,4.8,5.8,6.4,-0.17,33.96755712,-117.3889778
CARiverside,6,5.4,6.6,6.4,-0.06,33.95490362,-117.3909916
CASan Diego,4.9,4.5,5.4,6.4,-0.23,32.80830895,-117.1629092
CASacramento,5.4,4.9,5.8,6.4,-0.16,38.56012305,-121.3949416
CASan Buenaventura (Ventura),4.7,4.2,5.2,6.4,-0.27,34.28482291,-119.2887873
CASan Diego,4.6,4.2,5.1,6.4,-0.28,32.83364243,-117.1102052
CARoseville,3.6,3.2,4.1,6.4,-0.44,38.72388184,-121.2209806
CASan Diego,3.5,3.2,3.8,6.4,-0.45,32.92344235,-117.1578596
CASacramento,9.9,9.2,10.7,6.4,0.55,38.49856567,-121.4661865
CASacramento,6.9,6.5,7.3,6.4,0.08,38.6228444,-121.429303
CASan Diego,3.4,3.1,3.7,6.4,-0.47,32.858973,-117.2334091
CASan Bernardino,5.4,5.1,5.7,6.4,-0.16,34.17204305,-117.2851803
CASan Diego,3.7,3.5,4,6.4,-0.42,32.75216085,-117.1213219
CASan Diego,4.5,4,5.1,6.4,-0.30,32.8001982,-117.2039521
CASan Diego,4.6,4.4,4.9,6.4,-0.28,32.69618447,-117.0644796
CASacramento,3.9,3.6,4.2,6.4,-0.39,38.57776652,-121.4542651
CASan Diego,1,1,1,6.4,-0.84,33.09212274,-117.0272193
CARoseville,5.2,4.7,5.8,6.4,-0.19,38.72915203,-121.2412122
CASan Diego,4.2,3.9,4.4,6.4,-0.34,32.74707417,-117.1151979
CASacramento,5.7,4.9,6.6,6.4,-0.11,38.57656187,-121.5049556
CASalinas,7,6.5,7.4,6.4,0.09,36.67489368,-121.6550383
CASan Diego,4.4,4.1,4.8,6.4,-0.31,32.56890863,-117.0804033
CASan Bernardino,6.1,5.7,6.4,6.4,-0.05,34.11157544,-117.34597
CARiverside,5.8,5.3,6.5,6.4,-0.09,33.93908461,-117.3713598
CASan Bernardino,6,5.7,6.3,6.4,-0.06,34.07724772,-117.2629843
CASan Diego,3.7,3.3,4.2,6.4,-0.42,32.87096124,-117.2195729
CASan Diego,2.7,2.5,3,6.4,-0.58,32.86800448,-117.2341463
CASan Buenaventura (Ventura),4.8,4.3,5.2,6.4,-0.25,34.26331662,-119.2202106
CASacramento,7,6.6,7.5,6.4,0.09,38.51362122,-121.5083739
CASan Diego,3.9,3.5,4.4,6.4,-0.39,32.75299645,-117.1518924
CASan Buenaventura (Ventura),6.3,5.8,6.9,6.4,-0.02,34.25343726,-119.2675634
CARiverside,5.5,5,6.1,6.4,-0.14,33.99550524,-117.3180352
CASacramento,3,2.8,3.1,6.4,-0.53,38.64420324,-121.5020674
CASacramento,6.6,6.1,7,6.4,0.03,38.64164569,-121.4202382
CASacramento,3.1,2.9,3.3,6.4,-0.52,38.6780836,-121.500235
CASan Bernardino,5.9,5.5,6.2,6.4,-0.08,34.10140988,-117.3419746
CASan Diego,4.5,4.2,4.8,6.4,-0.30,32.69280578,-117.0986406
CARiverside,4.4,4.1,4.8,6.4,-0.31,33.94300339,-117.4647571
CASan Bernardino,6.3,6,6.6,6.4,-0.02,34.12498589,-117.2905586
CASacramento,5.2,4.8,5.7,6.4,-0.19,38.48769011,-121.5206821
CASacramento,6,5.7,6.4,6.4,-0.06,38.50178425,-121.4125106
CASan Diego,1.3,1.2,1.4,6.4,-0.80,32.80369169,-117.1085759
CARiverside,3.3,3,3.5,6.4,-0.48,33.87675383,-117.3438855
CASan Diego,1.3,1.1,1.4,6.4,-0.80,32.68597001,-117.1241577
CASan Diego,4.6,4.1,5.1,6.4,-0.28,32.74304173,-117.2219518
CASan Diego,3.8,3.4,4.2,6.4,-0.41,32.77553511,-117.0837903
CARoseville,13.8,11.8,15.8,6.4,1.16,38.77560891,-121.347255
CASacramento,1,1,1,6.4,-0.84,38.63495504,-121.4000018
CASan Diego,5.4,5,5.9,6.4,-0.16,32.97495894,-117.0988792
CASan Diego,2.2,2,2.4,6.4,-0.66,32.8599016,-117.227404
CASan Diego,2.5,2.3,2.8,6.4,-0.61,32.97993531,-117.0829647
CASan Diego,2.3,2.1,2.5,6.4,-0.64,32.80437796,-117.2244454
CASan Diego,4.9,4.7,5.2,6.4,-0.23,32.70642741,-117.0238475
CASan Diego,4.3,4,4.5,6.4,-0.33,32.75248073,-117.1124957
CASan Diego,2.5,2.2,2.7,6.4,-0.61,32.80251611,-117.2397402
CASan Diego,1,1,1,6.4,-0.84,32.58973241,-117.0463883
CARiverside,5.6,5.1,6.2,6.4,-0.13,33.94173064,-117.4200458
CARoseville,3.5,3.2,3.8,6.4,-0.45,38.78985417,-121.3692677
CASan Diego,2.9,2.7,3.1,6.4,-0.55,32.76033266,-117.1417318
CASacramento,7.1,6.6,7.6,6.4,0.11,38.60497213,-121.4298374
CARiverside,5.7,5.4,6.1,6.4,-0.11,33.96850968,-117.3545298
CASacramento,4.1,3.8,4.4,6.4,-0.36,38.55422225,-121.4637482
CASan Diego,0.5,0.4,0.7,6.4,-0.92,32.73892879,-117.1995003
CASan Bernardino,1,1,1,6.4,-0.84,34.18975381,-117.3732334
CASan Diego,5.3,4.8,5.9,6.4,-0.17,32.78780167,-117.1956419
CASacramento,7.1,6.7,7.6,6.4,0.11,38.51845921,-121.4335117
CASan Buenaventura (Ventura),5.9,5.2,6.7,6.4,-0.08,34.28289331,-119.2277663
CASan Diego,5.4,4.8,6,6.4,-0.16,32.84720292,-117.2264809
CASan Bernardino,7.7,6.9,8.6,6.4,0.20,34.16724449,-117.2453671
CASalinas,4.6,4.2,5,6.4,-0.28,36.68780981,-121.6091572
CASan Diego,5.2,4.9,5.5,6.4,-0.19,32.7439932,-117.0896386
CARiverside,1,1,1.1,6.4,-0.84,33.97173746,-117.3315695
CASan Diego,6.1,5.6,6.6,6.4,-0.05,32.70185264,-117.138677
CASacramento,4.6,4.1,5.2,6.4,-0.28,38.57398396,-121.4721307
CASacramento,3.2,2.9,3.5,6.4,-0.50,38.60987098,-121.532616
CARiverside,3.8,3.6,4.1,6.4,-0.41,33.93375871,-117.457896
CASacramento,3.9,3.7,4.1,6.4,-0.39,38.44598164,-121.4333156
CASan Diego,5.5,5.2,5.9,6.4,-0.14,32.66987718,-117.053957
CASan Diego,3.7,3.4,3.9,6.4,-0.42,32.77263854,-117.1727592
CASan Diego,5.4,5,5.9,6.4,-0.16,32.70845598,-117.1381401
CASan Bernardino,4.4,4.1,4.7,6.4,-0.31,34.17001098,-117.3018052
CASan Bernardino,7,6.4,7.6,6.4,0.09,34.16294465,-117.262382
CASacramento,6.8,6.2,7.6,6.4,0.06,38.50804383,-121.5346859
CASalinas,3.5,3.3,3.8,6.4,-0.45,36.69469156,-121.6238594
CASan Buenaventura (Ventura),1,1,1,6.4,-0.84,34.28335531,-119.3120968
CASalinas,5.9,5.5,6.3,6.4,-0.08,36.70309082,-121.6595818
CASan Diego,5.5,4.9,6.2,6.4,-0.14,32.79558607,-117.0736089
CASan Diego,4.7,4.2,5.3,6.4,-0.27,32.80341454,-117.1810992
CASan Bernardino,5.5,5,5.9,6.4,-0.14,34.11204118,-117.3082365
CASan Diego,5.9,5.4,6.3,6.4,-0.08,32.69860039,-117.1134902
CARoseville,3,2.8,3.3,6.4,-0.53,38.75984034,-121.3450219
CASan Diego,5.2,4.7,5.9,6.4,-0.19,32.8551623,-117.2409319
CASacramento,6.3,6,6.7,6.4,-0.02,38.47804641,-121.4583035
CASan Diego,6.5,5.9,7,6.4,0.02,32.57836981,-117.0636965
CARiverside,4.9,4.6,5.3,6.4,-0.23,33.9110608,-117.4726362
CARoseville,1,1,1,6.4,-0.84,38.77383628,-121.2542989
CASan Diego,2.6,2.4,2.9,6.4,-0.59,32.9794751,-117.0728518
CASan Diego,2.4,2.1,2.7,6.4,-0.63,32.74707106,-117.2480456
CASan Diego,4.7,4.3,5.2,6.4,-0.27,32.79685582,-117.0140841
CASan Bernardino,5.7,5.4,6,6.4,-0.11,34.13920496,-117.2541075
CASacramento,6.2,5.9,6.5,6.4,-0.03,38.54293705,-121.4582463
CARiverside,4.5,4.1,4.9,6.4,-0.30,33.98788654,-117.3883766
CASacramento,4.8,4.5,5.1,6.4,-0.25,38.46321414,-121.4384111
CASan Diego,1.3,1.2,1.4,6.4,-0.80,32.81711625,-117.109307
CASan Diego,3,2.7,3.4,6.4,-0.53,32.92974774,-117.0698781
CASan Diego,2.2,2,2.5,6.4,-0.66,32.79456853,-117.2508958
CASan Diego,5,4.5,5.7,6.4,-0.22,33.03464973,-117.0687622
CASan Diego,6.2,5.7,6.8,6.4,-0.03,32.5641819,-117.0662396
CASacramento,5.6,5.1,6,6.4,-0.13,38.53316846,-121.4883176
CARiverside,5.8,5.4,6.3,6.4,-0.09,33.92682577,-117.448479
CARoseville,3.1,2.8,3.3,6.4,-0.52,38.80069009,-121.3313534
CARoseville,5.1,4.6,5.7,6.4,-0.20,38.72376942,-121.2543803
CARiverside,5,4.6,5.5,6.4,-0.22,33.94297541,-117.3825346
CASacramento,2.3,2.1,2.5,6.4,-0.64,38.56847819,-121.474518
CASan Diego,2.8,2.5,3,6.4,-0.56,32.96866482,-117.1472331
CASan Diego,4.8,4.5,5.1,6.4,-0.25,32.58670295,-117.0554218
CASan Diego,3.5,3.2,3.9,6.4,-0.45,32.72934253,-117.1642671
CASan Buenaventura (Ventura),5.5,5,6,6.4,-0.14,34.25409371,-119.2024393
CARiverside,5.4,5,5.9,6.4,-0.16,33.89733898,-117.4611828
CASan Bernardino,7.1,6.5,7.6,6.4,0.11,34.13203312,-117.209932
CASan Buenaventura (Ventura),1,1,1,6.4,-0.84,34.36414409,-119.3105658
CASan Diego,4.1,3.6,4.7,6.4,-0.36,33.03085597,-117.1129136
CARoseville,6.6,5.9,7.3,6.4,0.03,38.74539041,-121.2762261
CASan Diego,6.6,5.7,7.8,6.4,0.03,32.8444899,-117.2742392
CASacramento,6,5.4,6.6,6.4,-0.06,38.56760908,-121.4049719
CASan Diego,4.7,4.3,5.2,6.4,-0.27,32.71568315,-117.1615102
CASacramento,5.1,4.3,6,6.4,-0.20,38.59054389,-121.4333486
CARiverside,3.2,3,3.4,6.4,-0.50,33.91335405,-117.4898951
